,tweetcreatedts,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,userID
66,4/29/2021 12:04,YayacentreKE,Yaya Centre Nairobi is the ultimate shopping experience with a variety of offers and deals. Yaya Centre is located at Argwings Kodhek Road. Tel: 0709-439000,"Argwings Kodhek Rd ,Nairobi",78,7600,6610,1,"Take your time! We are pleased to announce FREE parking for the first TWO hours at @YayacentreKE, for hassle free shopping! 
#YGoAnywhereElse #shopping #free #parking #Yaya #Kilimani #hassle #atyourservice @Ma3Route
@kilimanispeaks https://t.co/sL7aiGtgYq",#YGoAnywhereElse #shopping #free #parking #Yaya #Kilimani #hassle #atyourservice,1964273707
67,4/29/2021 12:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 8:00 AM

Alewife: 2064 free spaces (11% full)
Beverly: 340 (15%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1285 (10%)
Woodland: 371 (30%)",#Parking,9.99E+17
68,4/29/2021 11:47,LouiseASaunders,"A reader, and watcher of life
No longer at the ABC","Hobart, Tasmania",3864,3581,12080,0,"If it's a Tuesday in a month with an r in it and the sun set before 6pm then insert your coins now. Welcome change though (As as you get it right) ""Big changes to NoHo parking times take effect this week"" #hobart #parking @cityofhobarttas

https://t.co/cjIP8qp8mK",#hobart #parking,456344799
69,4/29/2021 11:40,PSRltd,"Nationwide experts in the promotion, rental and management of private, residential and commercial parking, garages and car parks.",Manchester - 0161 401 4000,1804,647,9388,0,What can be done about inconsiderate #parking in #Singapore? #badparking https://t.co/pHvxjw98i5,#parking #Singapore #badparking,175351371
70,4/29/2021 11:32,_TheIPC,A progressive DVLA Accredited Trade Association (ATA) representing parking operators and consumers throughout the UK and beyond.,"Macclesfield, England",2167,501,1337,0,"@_TheIPC Newsletter is published next week &amp; will give us a great, if slightly overdue(!), opportunity to welcome a brace of new members to both of our AOS &amp; ASP categories. We continue to work hard for all members to help tackle any post-#lockdown #parking industry challenge. https://t.co/uYa71V0uUL",#lockdown #parking,1.04E+18
71,4/29/2021 11:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 7:30 AM

Alewife: 2100 free spaces (10% full)
Beverly: 335 (16%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1309 (8%)
Woodland: 408 (23%)",#Parking,9.99E+17
72,4/29/2021 11:27,PSRltd,"Nationwide experts in the promotion, rental and management of private, residential and commercial parking, garages and car parks.",Manchester - 0161 401 4000,1804,647,9388,0,Consultation begins on increased changes for on-street #parking #Bath #ChewValley https://t.co/XUKQiEBibM,#parking #Bath #ChewValley,175351371
73,4/29/2021 11:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shoppingtime #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shoppingtime #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
74,4/29/2021 11:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 7:00 AM

Alewife: 2137 free spaces (8% full)
Beverly: 339 (15%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1340 (6%)
Woodland: 447 (16%)",#Parking,9.99E+17
75,4/29/2021 11:00,ypsuk,"Have you booked your parking space? Book hourly, daily & monthly parking UK-wide, or join our network and make money from your unused parking space.",Canary Wharf,1920,1636,2766,0,"Just 29 hours till the #BankHolidayWeekend begins! (not that we're counting...ðŸ•”ðŸ‘€)

If you're heading out and about this weekend, make sure you've got your #parking sortedðŸ‘‰ https://t.co/pmoDKlkaIP",#BankHolidayWeekend #parking,151821789
76,4/29/2021 11:00,IDParagon,"European leader in traceability and access control solutions - RFID, tickets, labels, NFC, barcode, personalisation.",,308,404,1070,1,"Great news for our parking ticket customers worldwide: Once again, we are pleased to announce the re-certification of our range of Skidata tickets for 2021.
#parkingtickets #parking #parkingmanagement #parkingsolutions
#qualityassured https://t.co/WzLYhoyTzP",#parkingtickets #parking #parkingmanagement #parkingsolutions #qualityassured,8.37E+17
77,4/29/2021 10:37,William_OldSwan,"Wheelchair user â™¿ï¸leading by example in positive roles @unitetheunion @UKLabour Councillor for #OldSwan ðŸ¦¢ #Liverpool #UK #Socialist, Case Work-ðŸ“² 07565 200508",Old Swan Liverpool UK,799,805,2252,1,Visiting one of our local schools on behalf of my cllr colleagues to talk about a wide variety of issues effecting   our area of Old Swan yesterday... #AirPollution #Parking #pandemiclife #Education #OldSwan #Liverpool #UK https://t.co/BOLUyAStif,#AirPollution #Parking #pandemiclife #Education #OldSwan #Liverpool #UK,1.16E+18
78,4/29/2021 10:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 6:30 AM

Alewife: 2174 free spaces (7% full)
Beverly: 341 (15%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1360 (5%)
Woodland: 501 (6%)",#Parking,9.99E+17
79,4/29/2021 10:06,oohmyworld,"Blogueuse de voyage - #Ã‰cosse, #nature, citybreaks ðŸŒ³ Agence de voyage en Ã‰cosse @glenvoil Aussi ici @SMaulevrier @une_orchidee","Edinburgh, UK",1591,2468,22125,0,Eurk.... ðŸ˜• #Edimbourg #parking https://t.co/knPLQfx17c,#Edimbourg #parking,339547058
80,4/29/2021 10:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #shoppingtime #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #shoppingtime #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
81,4/29/2021 10:06,jillcotton80,"PR & Partnerships Manager @paired_app
For opinion & insight from our relationship experts email jill@getpaired.com 
All opinions my own","London, England",700,681,1760,0,I love this story sooooo much #parking https://t.co/BL0UG62kPH,#parking,3291445947
82,4/29/2021 10:04,FishInsurance,"Fish Insurance is one of the UKâ€™s biggest disability and independent living insurance providers with over 80,000 policyholders.",,1432,1250,1992,0,"Did you know if you have a hidden disability you can now be entitled to a Blue Badge? â™¿

Our #guide explains in more detail:
https://t.co/41DLTowdQD

#bluebadge #parking #car #driving #carinsurance #fishinsurance #disabled #driver #DisabilityTwitter #hiddendisabilities #blog https://t.co/ihc7kmPg1f",#guide #bluebadge #parking #car #driving #carinsurance #fishinsurance #disabled #driver #DisabilityTwitter #hiddendisabilities #blog,250331460
83,4/29/2021 10:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 6:00 AM

Alewife: 2223 free spaces (5% full)
Beverly: 346 (14%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1380 (3%)
Woodland: 528 (1%)",#Parking,9.99E+17
84,4/29/2021 10:00,jetaviation,The Effort Behind Effortless.,,307,8504,1627,0,"It's an exciting week for our Geneva Team as they expand their Hangar to 7â€™000 mÂ² and the FBO ranks in BAN's top 10 facilities.

Get in touch to learn more: https://t.co/GHSKf72gX9

#MRO #FBO #BusinessAviation #Parking #Geneva https://t.co/YES4bKYPhu",#MRO #FBO #BusinessAviation #Parking #Geneva,54584465
85,4/29/2021 9:43,sjongejonge4,,,0,54,12142,6,"ðŸš—Cars and ðŸ…¿ï¸#Parking: #Brussels vs. #Amsterdam 
400 cars/1.000 inhabitants vs. 250 cars/1.000 inh.
800.000 parking spaces vs. 430.000 parking spaces
Downtown street parking 1â‚¬/hour vs. 7,5â‚¬/hour
On street parking licence 10â‚¬/year vs. 500â‚¬/year
https://t.co/RwknOj53u0",#Parking #Brussels #Amsterdam,1.02E+18
86,4/29/2021 9:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 5:30 AM

Alewife: 2248 free spaces (4% full)
Beverly: 350 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1406 (2%)
Woodland: 535 (0%)",#Parking,9.99E+17
87,4/29/2021 9:25,HamptonsReigate,"@Hamptons1869 #Reigate. Follow us for newly-listed properties, invaluable market insight and to hear whatâ€™s happening in our local areas.","Reigate, Surrey",228,274,381,0,"â­ï¸NEW LETTINGS INSTRUCTION ðŸ˜ï¸

A Two Bedroom, Two Bathroom apartment to rent in a gated development, ideally situated in the centre of #Reigate with allocated #parking and direct access to the communal #garden. 

Please call our Lettings Team on 01737 221411 to book a viewing. https://t.co/ompe9BP5i1",#Reigate #parking #garden,7.96E+17
88,4/29/2021 9:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #shoppingtime #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #shoppingtime #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
89,4/29/2021 9:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 5:00 AM

Alewife: 2262 free spaces (3% full)
Beverly: 350 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1415 (1%)
Woodland: 535 (0%)",#Parking,9.99E+17
90,4/29/2021 8:56,Kris_Hendrickx,journalist bij BRUZZ,"Brussel, BelgiÃ«",292,438,567,6,"ðŸš—Cars and ðŸ…¿ï¸#Parking: #Brussels vs. #Amsterdam 
400 cars/1.000 inhabitants vs. 250 cars/1.000 inh.
800.000 parking spaces vs. 430.000 parking spaces
Downtown street parking 1â‚¬/hour vs. 7,5â‚¬/hour
On street parking licence 10â‚¬/year vs. 500â‚¬/year
https://t.co/RwknOj53u0",#Parking #Brussels #Amsterdam,77218590
91,4/29/2021 8:53,LievinChemin,"Citoyen, rÃ©alisateur radio, rencontreur, raconteur, Ã©coutant...","Bruxelles, Belgique",340,528,2480,6,"ðŸš—Cars and ðŸ…¿ï¸#Parking: #Brussels vs. #Amsterdam 
400 cars/1.000 inhabitants vs. 250 cars/1.000 inh.
800.000 parking spaces vs. 430.000 parking spaces
Downtown street parking 1â‚¬/hour vs. 7,5â‚¬/hour
On street parking licence 10â‚¬/year vs. 500â‚¬/year
https://t.co/RwknOj53u0",#Parking #Brussels #Amsterdam,1515697302
92,4/29/2021 8:43,GULF_SHADE,COMPLETE SOLUTION FOR ALL TYPES OF TENSILE/FABRIC STRUCTURES.,Hidd,37,145,173,0,"High Quality of Tensile Fabric Shade 
FABRIC: PVC
Location: Bahrain 
#design #architect #UAE  #tensile #membrane #fabric #kuwait #bahrain #qatar #saudiarabia #parking #PVC #playground #construction #ETFE #Carpark #PTFE #foryou https://t.co/HLdsk53hiT",#design #architect #UAE #tensile #membrane #fabric #kuwait #bahrain #qatar #saudiarabia #parking #PVC #playground #construction #ETFE #Carpark #PTFE #foryou,1679221220
93,4/29/2021 8:36,fietsinbrussel,"The daily practice of cycling in Brussels, Belgium",,84,699,1045,6,"ðŸš—Cars and ðŸ…¿ï¸#Parking: #Brussels vs. #Amsterdam 
400 cars/1.000 inhabitants vs. 250 cars/1.000 inh.
800.000 parking spaces vs. 430.000 parking spaces
Downtown street parking 1â‚¬/hour vs. 7,5â‚¬/hour
On street parking licence 10â‚¬/year vs. 500â‚¬/year
https://t.co/RwknOj53u0",#Parking #Brussels #Amsterdam,8.02E+17
95,4/29/2021 8:36,ParkingReview,"The world's best parking news magazine. We also run events such as the British Parking Awards, Parking & Property and Traffic + Parking. Edited by Mark Moran.",London,1239,2918,64968,2,"What a great initiative from Leigh-On-Sea banning cars from outside school during the morning &amp; afternoon school run. Teachers report that children &amp; parents arrive to school feeling ""chilled."" Gives ""Too cool for school"" a whole new meaning! #parking 
https://t.co/nlmlIEq7Fw",,2229871904
96,4/29/2021 8:33,AnneBillson,"Film critic, novelist, photographer, screenwriter, wicked spinster, evil feminist, international cat-sitter. Likes frites, beer and chocolate. Je suis belge.",The Low Countries,451,9749,277930,6,"ðŸš—Cars and ðŸ…¿ï¸#Parking: #Brussels vs. #Amsterdam 
400 cars/1.000 inhabitants vs. 250 cars/1.000 inh.
800.000 parking spaces vs. 430.000 parking spaces
Downtown street parking 1â‚¬/hour vs. 7,5â‚¬/hour
On street parking licence 10â‚¬/year vs. 500â‚¬/year
https://t.co/RwknOj53u0",#Parking #Brussels #Amsterdam,42499983
97,4/29/2021 8:22,Fabian_Fechner,"@BVB member, passionate about politics, ðŸš² & ðŸš„ / working on digital, data, consumers, competition as deputy head of office @handelsverband / private account",Brussels,501,504,7874,6,"ðŸš—Cars and ðŸ…¿ï¸#Parking: #Brussels vs. #Amsterdam 
400 cars/1.000 inhabitants vs. 250 cars/1.000 inh.
800.000 parking spaces vs. 430.000 parking spaces
Downtown street parking 1â‚¬/hour vs. 7,5â‚¬/hour
On street parking licence 10â‚¬/year vs. 500â‚¬/year
https://t.co/RwknOj53u0",#Parking #Brussels #Amsterdam,624731015
98,4/29/2021 8:18,thecitygeek,"Tweets mostly abt public space, mobility & the built environment. 
Works in communication @STIBMIVB #Metro3
Former journalist, notably @BRUZZbe
Studied History",brussels,1287,1810,4702,6,"ðŸš—Cars and ðŸ…¿ï¸#Parking: #Brussels vs. #Amsterdam 
400 cars/1.000 inhabitants vs. 250 cars/1.000 inh.
800.000 parking spaces vs. 430.000 parking spaces
Downtown street parking 1â‚¬/hour vs. 7,5â‚¬/hour
On street parking licence 10â‚¬/year vs. 500â‚¬/year
https://t.co/RwknOj53u0",#Parking #Brussels #Amsterdam,632698340
